class_name,class_index,prompt_index,prompt_text,auc,ap,positive_mean,negative_mean,margin,best_other_class,other_minus_own,suggested_action,reasons
Fighting,7,2,two opponents separating and reengaging in a brawl,84.7021913183397,24.311300081680283,0.4407678246498108,0.11710718274116516,0.32366064190864563,Assault,0.008116722106933594,drop_or_rewrite,text_confusion
Assault,4,5,an attacker swinging arms repeatedly at another person,84.41836180200664,24.62949183935659,0.47112035751342773,0.1270449310541153,0.34407544136047363,Robbery,0.0331730842590332,drop_or_rewrite,text_confusion
Vandalism,13,3,a person breaking glass with repeated tool impacts,83.75010342278868,23.83527002347576,0.4944659471511841,0.14147931337356567,0.3529866337776184,Robbery,-0.017945051193237305,drop_or_rewrite,text_confusion
Abuse,1,3,a victim shielding their body during repeated physical mistreatment,84.45204849480476,23.845258201283677,0.49240341782569885,0.13507241010665894,0.3573310077190399,Arrest,0.01343679428100586,drop_or_rewrite,text_confusion
Stealing,12,8,a valuable object being taken stealthily during distraction,84.9096562276918,25.0302786446032,0.49181631207466125,0.13172605633735657,0.3600902557373047,Assault,0.1302177906036377,drop_or_rewrite,text_confusion
Shooting,10,9,a shooter stance with recoil and fleeing people,84.89158796995612,25.180491112807402,0.49224504828453064,0.13175880908966064,0.36048623919487,Assault,0.0412822961807251,drop_or_rewrite,text_confusion
Abuse,1,5,a person dragging a resisting victim across the floor,84.49042529986232,21.33616868448229,0.5061853528022766,0.1406928300857544,0.3654925227165222,Burglary,-0.01000601053237915,drop_or_rewrite,text_confusion
Burglary,5,4,an intruder carrying stolen items from a damaged entrance,84.33211040272226,26.11391342696154,0.505160391330719,0.1371156871318817,0.3680447041988373,Stealing,0.008866310119628906,drop_or_rewrite,text_confusion
Vandalism,13,8,a suspect repeatedly hitting a fixture until pieces break,85.26462016049555,25.511082269647122,0.5048871040344238,0.12730447947978973,0.3775826096534729,Robbery,0.040938496589660645,drop_or_rewrite,text_confusion
Assault,4,0,a person punching another person in a close confrontation,84.71104847932469,24.11705885270033,0.5272864699363708,0.14097891747951508,0.3863075375556946,Abuse,0.001358628273010254,drop_or_rewrite,text_confusion
Assault,4,4,a victim stumbling backward after a direct body hit,85.16381144766756,24.85077632791025,0.5231605172157288,0.13511517643928528,0.3880453407764435,Abuse,-0.00901561975479126,drop_or_rewrite,text_confusion
Abuse,1,2,a violent person grabbing and controlling a weaker victim,84.79277083158863,23.345372653878353,0.5286795496940613,0.14022324979305267,0.3884562849998474,Robbery,-0.015267014503479004,drop_or_rewrite,text_confusion
Abuse,1,4,an attacker cornering someone and delivering forceful hits,84.8403290410479,24.386432149486243,0.5330014824867249,0.1426486074924469,0.39035287499427795,Assault,0.02357780933380127,drop_or_rewrite,text_confusion
Abuse,1,9,a hostile person restraining and hurting a defenseless target,85.09842268607561,24.330066564671682,0.5533521771430969,0.14881287515163422,0.4045392870903015,Assault,0.036782264709472656,drop_or_rewrite,text_confusion
Vandalism,13,1,someone kicking or striking an object until it breaks,84.75456094868782,22.649378577312476,0.5574163198471069,0.1484774798154831,0.40893882513046265,Stealing,0.03279072046279907,drop_or_rewrite,text_confusion
Assault,4,2,two people colliding violently during a street confrontation,84.88592053087814,24.110445767453147,0.561332106590271,0.14811737835407257,0.4132147431373596,Robbery,0.06440061330795288,drop_or_rewrite,text_confusion
Abuse,1,8,a victim collapsing after repeated blows from another person,85.16910352504009,24.054485078040944,0.5722315907478333,0.15057584643363953,0.4216557443141937,Assault,-0.0011483430862426758,drop_or_rewrite,text_confusion
Fighting,7,9,"a brawl with repeated grappling, striking, and falling",85.00824237923067,23.712806168178368,0.5890490412712097,0.1555348038673401,0.43351423740386963,Assault,0.04990953207015991,drop_or_rewrite,text_confusion
Abuse,1,0,a surveillance frame of an aggressor striking a vulnerable victim,84.93458126804079,23.972664433130465,0.5896323323249817,0.15604665875434875,0.43358567357063293,Assault,-0.0009492039680480957,drop_or_rewrite,text_confusion
Arrest,2,8,a detained person being guided beside police officers,82.82131673713155,22.2422753091155,0.24178273975849152,0.06716305017471313,0.17461968958377838,Robbery,-0.203521728515625,keep,
Explosion,6,6,an object detonating and damaging the surrounding area,82.99348627522508,24.72089458222336,0.24875348806381226,0.0598595067858696,0.18889397382736206,Arson,-0.0964464545249939,keep,
Explosion,6,2,a bright flash followed by an expanding smoke cloud,80.86127228920495,23.96048518158187,0.2713104784488678,0.0765056163072586,0.1948048621416092,Arson,-0.09149372577667236,keep,
Arson,3,6,a surveillance frame showing deliberate ignition near a structure,82.76966615464849,23.370670648222013,0.2856734097003937,0.07586951553821564,0.20980389416217804,Explosion,-0.0378270149230957,keep,
Explosion,6,8,a sudden light burst with heavy smoke and debris,81.70790699173045,24.507919933190298,0.29645588994026184,0.07901567220687866,0.21744021773338318,Arson,-0.07758158445358276,keep,
RoadAccidents,8,5,a damaged vehicle stopped and blocking the roadway,80.59714003220208,21.179147453440365,0.3474327623844147,0.10451523959636688,0.2429175227880478,Vandalism,-0.13036894798278809,keep,
Explosion,6,3,an explosive impact throwing debris across a street,82.4848542144957,24.192114948071776,0.32458215951919556,0.0816032886505127,0.24297887086868286,Arson,-0.058728933334350586,keep,
Fighting,7,5,fighters grabbing clothing while others join the conflict,81.80386093135728,21.716917160040325,0.3549652695655823,0.11143442988395691,0.24353083968162537,Arrest,-0.08358883857727051,keep,
Explosion,6,7,a blast plume rising as fragments scatter on the road,80.53885763947294,23.581249050590387,0.3424757719039917,0.09737643599510193,0.24509933590888977,Arson,-0.1282171607017517,keep,
Arson,3,5,smoke and flames rising from unattended damaged property,82.07354823392726,22.397860229995413,0.33802616596221924,0.09238537400960922,0.24564078450202942,Explosion,-0.04296302795410156,keep,
Fighting,7,8,a mutual fight continuing despite attempts to separate,83.25253738730105,23.540436015300866,0.35655689239501953,0.10422998666763306,0.2523269057273865,Assault,-0.12977981567382812,keep,
Shoplifting,11,4,a person scanning surroundings before pocketing merchandise,81.91008312285994,21.831707760949996,0.3622160851955414,0.10920431464910507,0.2530117630958557,Stealing,-0.05572080612182617,keep,
Arrest,2,6,a patrol team blocking a suspect from escaping,84.0135348513891,24.004015483432948,0.3553295135498047,0.09726487845182419,0.2580646276473999,Assault,-0.046223461627960205,keep,
RoadAccidents,8,8,a car hitting an obstacle with sudden debris,81.9827688255572,23.320466229540443,0.3520413339138031,0.09293965995311737,0.2591016888618469,Explosion,-0.056645095348358154,keep,
Vandalism,13,6,a person scratching and denting a parked vehicle,82.25702483908452,22.158970763443158,0.3585790693759918,0.09907425194978714,0.2595048248767853,RoadAccidents,-0.04451954364776611,keep,
Shoplifting,11,5,someone carrying an unpaid item past the cashier,79.41997084189086,20.411698059716443,0.3864336609840393,0.12643678486347198,0.2599968910217285,Stealing,-0.08556360006332397,keep,
Explosion,6,1,a vehicle or structure bursting violently with scattered fragments,82.17614325107512,23.81585093688123,0.3611651659011841,0.09708776324987411,0.26407739520072937,Arson,-0.05042749643325806,keep,
Arrest,2,7,police pulling a suspect's arms behind their back,83.333966022552,21.919810557055513,0.36588430404663086,0.10114287585020065,0.2647414207458496,Shooting,-0.08244836330413818,keep,
Arrest,2,5,officers searching a suspect after applying physical restraint,83.5600287588008,21.89035561113079,0.376974880695343,0.10184992104768753,0.2751249670982361,Stealing,-0.13127797842025757,keep,
Arrest,2,0,a surveillance frame of police restraining a suspect,84.08691980705207,23.35600496490181,0.3813406527042389,0.10348197817802429,0.2778586745262146,Robbery,-0.04485064744949341,keep,
Arson,3,0,a person igniting flammable material near property,83.18881541925093,23.836464115375055,0.38230955600738525,0.10114602744579315,0.2811635136604309,Explosion,-0.07635581493377686,keep,
Fighting,7,3,multiple individuals shoving and wrestling in public,83.00990159399501,22.953886810492065,0.39652323722839355,0.11492165923118591,0.28160157799720764,Assault,-0.11461150646209717,keep,
Arrest,2,4,law enforcement pinning a resisting person during detention,83.50709795788404,20.99387053487344,0.41084229946136475,0.12226275354623795,0.2885795533657074,Robbery,-0.0726742148399353,keep,
Stealing,12,9,a thief carrying stolen property away without confrontation,83.2023962770999,22.586199930308656,0.4044584333896637,0.11487949639558792,0.28957894444465637,Robbery,-0.059620678424835205,keep,
Arson,3,1,a suspicious person pouring liquid before visible flames appear,83.1000023227498,23.90152620315901,0.3991052806377411,0.1052013710141182,0.2939039170742035,Explosion,-0.09625399112701416,keep,
Arson,3,9,a property surface burning after a suspicious human action,82.72150479386495,22.61375617848219,0.41674745082855225,0.11725206673145294,0.2994953989982605,Explosion,-0.08819365501403809,keep,
Stealing,12,0,a person taking unattended property and leaving quickly,84.07758446394583,22.28921837011138,0.41813403367996216,0.11370953172445297,0.3044244945049286,Arson,-0.068808913230896,keep,
Shoplifting,11,2,a customer hiding a product and exiting an aisle,80.26235117942608,20.192060911186292,0.4503714442253113,0.1452648788690567,0.30510658025741577,Robbery,-0.0960850715637207,keep,
Vandalism,13,5,"deliberate destruction of signs, windows, equipment, or furniture",82.1914614820321,22.28812983331336,0.43924835324287415,0.1311580240726471,0.30809032917022705,Normal,-0.11185592412948608,keep,
Explosion,6,9,a violent detonation damaging a vehicle or nearby building,83.61842337822985,24.054726236690687,0.41422513127326965,0.1049465611577034,0.30927857756614685,Vandalism,-0.027907252311706543,keep,
RoadAccidents,8,3,vehicles swerving and colliding during a sudden accident,82.177900335677,21.957210631514197,0.4341733157634735,0.12221013754606247,0.31196317076683044,Vandalism,-0.16107916831970215,keep,
Fighting,7,4,two groups clashing in a chaotic physical fight,83.52521394208584,23.19463441548646,0.4368795156478882,0.12452173978090286,0.3123577833175659,Assault,-0.09154218435287476,keep,
RoadAccidents,8,7,a traffic accident with a vehicle spinning to a halt,82.06909150872066,22.400869443336852,0.4298958480358124,0.11672891676425934,0.31316691637039185,Explosion,-0.1713428497314453,keep,
Arrest,2,3,uniformed officers escorting a suspect toward a patrol car,83.92973972480137,23.2503299460595,0.4316585063934326,0.11621488630771637,0.31544363498687744,Robbery,-0.11253392696380615,keep,
Fighting,7,0,a group of people exchanging punches and kicks,82.4499902441543,23.71920207785254,0.44937846064567566,0.13337759673595428,0.31600087881088257,Robbery,-0.050074994564056396,keep,
Arrest,2,1,officers handcuffing a detained person with controlled posture,83.1580038799782,20.33103506286233,0.46252334117889404,0.13969305157661438,0.32283028960227966,Robbery,-0.17838609218597412,keep,
Shoplifting,11,6,concealed goods disappearing beneath a jacket in a store,83.7455302450048,23.333987326477146,0.45393526554107666,0.1285729855298996,0.32536226511001587,Stealing,-0.07889354228973389,keep,
Explosion,6,4,a large fireball expanding after an abrupt detonation,83.82874918803844,24.59744572760405,0.44462671875953674,0.11723893880844116,0.3273877799510956,Arson,-0.0501093864440918,keep,
Explosion,6,0,"a sudden blast creating a fireball, smoke, and debris",83.46979676836332,24.61722194939082,0.4386635720729828,0.1096426323056221,0.3290209472179413,Arson,-0.05918174982070923,keep,
Fighting,7,7,people trading blows while moving unpredictably through space,82.9266960143719,20.756117125332818,0.466612845659256,0.1374829113483429,0.3291299343109131,Explosion,-0.06461143493652344,keep,
Shoplifting,11,7,a customer manipulating shelf products and hiding one item,82.16414103644848,21.417782472059983,0.47332489490509033,0.1425546109676361,0.3307702839374542,Robbery,-0.09138995409011841,keep,
Explosion,6,5,a shockwave shaking the scene while smoke engulfs objects,83.40396169480874,24.504985319556372,0.4478550851345062,0.11598308384418488,0.33187198638916016,Arson,-0.08818060159683228,keep,
Stealing,12,4,a person lifting property while the owner is distracted,84.23021966140314,26.600819892873783,0.47002097964286804,0.13118770718574524,0.3388332724571228,Vandalism,-0.05858737230300903,keep,
Robbery,9,4,a person threatening a clerk and demanding money,81.55380127234793,21.171638415232902,0.49703240394592285,0.1557435691356659,0.34128883481025696,Shoplifting,-0.020257890224456787,keep,
Arson,3,2,a small fire spreading across a vehicle or building surface,81.92186121770867,22.162118391303064,0.4821981191635132,0.14054253697395325,0.34165558218955994,Explosion,-0.08126968145370483,keep,
Arson,3,4,a person fleeing as a deliberately started fire grows,83.69543404401816,22.963050217483854,0.4757806956768036,0.13356173038482666,0.34221896529197693,Burglary,-0.04202902317047119,keep,
RoadAccidents,8,2,a motorbike sliding across a lane after a crash,79.8763840601032,20.82851503544965,0.49670132994651794,0.15268850326538086,0.3440128266811371,Stealing,-0.20689302682876587,keep,
RoadAccidents,8,1,a car striking a pedestrian or cyclist on the road,80.90966134693451,21.260382964848628,0.48289892077445984,0.13812261819839478,0.34477630257606506,Vandalism,-0.12429958581924438,keep,
Vandalism,13,2,a suspect spraying graffiti on a wall or vehicle,83.77142671818541,24.950104541372454,0.46765655279159546,0.12287184596061707,0.3447847068309784,Shooting,-0.07798552513122559,keep,
RoadAccidents,8,4,a pedestrian knocked down by a vehicle near a crossing,81.86900188601649,21.348029406428612,0.5028058886528015,0.14733776450157166,0.35546812415122986,Robbery,-0.16866600513458252,keep,
Shoplifting,11,3,a shopper slipping goods into a bag while browsing,81.86960651083746,22.12519339695928,0.5119522213935852,0.15615138411521912,0.3558008372783661,Robbery,-0.0932927131652832,keep,
Arrest,2,9,officers immobilizing a suspect using coordinated restraint,83.43439164476723,21.094356120048225,0.5000123977661133,0.14158441126346588,0.3584280014038086,Abuse,-0.09932750463485718,keep,
Abuse,1,6,a vulnerable person recoiling from sustained aggressive body contact,84.36168585432472,21.534423021952442,0.5008819699287415,0.13975512981414795,0.3611268401145935,Assault,-0.05348002910614014,keep,
Arson,3,7,"fire spreading around an entrance, window, or vehicle",81.1057037653131,21.43184945859054,0.5260882377624512,0.16286472976207733,0.36322349309921265,Explosion,-0.049641311168670654,keep,
Stealing,12,3,unattended belongings disappearing after suspicious human contact,82.83605344658409,22.749359940287146,0.5076057314872742,0.14365196228027344,0.36395376920700073,Burglary,-0.056784749031066895,keep,
RoadAccidents,8,0,"a vehicle collision causing impact, debris, and disruption",82.49131480256939,22.206739862151544,0.5106717348098755,0.14505602419376373,0.36561572551727295,Arson,-0.0788952112197876,keep,
Shoplifting,11,9,a retail theft scene with discreet concealment and exit,84.79790923900757,24.961720692860407,0.5088101625442505,0.1408545821905136,0.3679555654525757,Stealing,-0.03734475374221802,keep,
Shoplifting,11,0,a shopper concealing merchandise inside clothing or a bag,81.52633560856547,21.54180877841124,0.5489460825920105,0.16912268102169037,0.37982338666915894,Robbery,-0.06715446710586548,keep,
Arson,3,3,bright flames emerging after someone approaches a combustible target,83.08642224335195,22.63319252133632,0.5342811346054077,0.15283674001693726,0.38144439458847046,Explosion,-0.07965928316116333,keep,
RoadAccidents,8,6,a rider thrown onto pavement after a high speed impact,81.4686041553334,21.874448272118073,0.536871075630188,0.15413591265678406,0.38273516297340393,Stealing,-0.09708398580551147,keep,
Assault,4,8,an aggressor pursuing a target while continuing to strike,84.8625552470451,23.95876768081365,0.5259512066841125,0.14255169034004211,0.38339951634407043,Abuse,-0.0555572509765625,keep,
Shooting,10,6,a shooter raising a gun while a crowd runs,84.62952794977511,26.216141719942765,0.5233638882637024,0.13839609920978546,0.3849678039550781,Assault,-0.078205406665802,keep,
Arson,3,8,a person handling a lighter before a sudden flame outbreak,84.28999410393725,24.880162119983208,0.5283560156822205,0.14220084249973297,0.3861551880836487,Burglary,-0.05818521976470947,keep,
Shooting,10,4,an armed attacker discharging a weapon in public,84.61895793689166,27.025240105027038,0.5225311517715454,0.13433636724948883,0.3881947994232178,Robbery,-0.06305217742919922,keep,
Burglary,5,5,a person climbing through a window into closed property,82.60013813281105,20.61043285348442,0.5653435587882996,0.17562144994735718,0.3897221088409424,Stealing,-0.09339743852615356,keep,
Fighting,7,6,a crowd surrounding combatants in an escalating brawl,83.39992439720008,24.170909457153595,0.5474949479103088,0.1566135287284851,0.39088141918182373,Assault,-0.037757158279418945,keep,
Shooting,10,5,a victim falling after a nearby firearm is fired,84.84570530234625,26.074449240899376,0.5327560305595398,0.1365443468093872,0.3962116837501526,Abuse,-0.067859947681427,keep,
Assault,4,9,a victim shielding their face during a rapid attack,84.96667717748637,25.389849353232375,0.5376400351524353,0.13884009420871735,0.39879995584487915,Abuse,-0.031201601028442383,keep,
Stealing,12,6,a suspect removing a package or bag from public space,84.28082684139716,25.9079168228871,0.5513079762458801,0.15240846574306488,0.39889949560165405,Robbery,-0.0291978120803833,keep,
Burglary,5,3,a suspect searching drawers and shelves after unauthorized entry,82.80457560877544,21.023116051500438,0.5749027132987976,0.17497338354587555,0.39992934465408325,Shoplifting,-0.06740742921829224,keep,
Assault,4,7,"a close range attack with punches, kicks, and defense",84.96093314438077,24.250731286282505,0.5577651858329773,0.1464468389749527,0.4113183617591858,Abuse,-0.06980276107788086,keep,
Shooting,10,1,a gunman pointing a weapon as people scatter,84.24472179759157,24.78124835888556,0.566744863986969,0.15529154241085052,0.4114533066749573,Robbery,-0.09114193916320801,keep,
Assault,4,6,a person shoving an opponent hard enough to lose balance,85.04410531547761,24.381757112687534,0.5676218867301941,0.15265727043151855,0.41496461629867554,Abuse,-0.029939889907836914,keep,
Assault,4,3,an aggressor kicking a fallen victim on the ground,85.07758883253925,23.849446316992363,0.5643307566642761,0.14866992831230164,0.4156608283519745,Abuse,-0.03321653604507446,keep,
Stealing,12,5,a thief cutting a lock and taking a bicycle,84.23858027252787,25.04292818992923,0.5888419151306152,0.1703253984451294,0.41851651668548584,Robbery,-0.05177682638168335,keep,
Burglary,5,6,a suspicious person slipping inside after a doorway opens,83.86784035171992,22.149015978534795,0.5914211273193359,0.1691458374261856,0.4222753047943115,Stealing,-0.07156991958618164,keep,
Stealing,12,2,a suspect approaching a valuable item and carrying it away,83.68230081408487,25.97363338503697,0.595984697341919,0.1701650172472,0.4258196949958801,Robbery,-0.02758657932281494,keep,
Fighting,7,1,"several people grappling, pushing, and swinging arms",83.74483970327758,21.800837945610965,0.5897112488746643,0.16288688778877258,0.4268243610858917,Abuse,-0.04860687255859375,keep,
Assault,4,1,an attacker lunging toward a victim with a forceful strike,84.88218861778162,25.36659618424071,0.594815194606781,0.16297635436058044,0.43183884024620056,Abuse,-0.03783226013183594,keep,
Shooting,10,0,an armed person aiming a firearm and firing shots,84.7633240653664,24.932659286592163,0.5915681719779968,0.15669938921928406,0.43486878275871277,Robbery,-0.10389065742492676,keep,
Robbery,9,3,a robber snatching property and escaping quickly,83.90438153202022,23.260964078067065,0.6186820268630981,0.1826569139957428,0.43602511286735535,Stealing,-0.026242971420288086,keep,
Abuse,1,1,a person forcefully pushing a helpless victim against furniture,84.29030442790695,22.282065938800084,0.6106736660003662,0.1729721873998642,0.4377014636993408,Assault,-0.05145031213760376,keep,
Shooting,10,2,a muzzle flash appearing as a shooter targets someone,84.99277542704493,24.59119061113382,0.5924893021583557,0.15469172596931458,0.43779757618904114,Assault,-0.051926612854003906,keep,
Burglary,5,9,an intruder exiting a building with bags or electronics,82.34130772088855,21.106182528735697,0.6489585638046265,0.20729662477970123,0.4416619539260864,Robbery,-0.07660508155822754,keep,
Stealing,12,7,a person pocketing an unattended item and changing direction,83.98901649613497,25.488751977027274,0.623077392578125,0.1804431676864624,0.4426342248916626,Robbery,-0.05609166622161865,keep,
Robbery,9,7,a suspect taking valuables while the victim backs away,83.68385022832192,24.37760580402059,0.6301969289779663,0.18585902452468872,0.4443379044532776,Burglary,-0.038436710834503174,keep,
Burglary,5,8,a person damaging a lock to access an interior space,84.11826247238795,22.892113236659366,0.6189197897911072,0.17397166788578033,0.44494813680648804,Robbery,-0.0475803017616272,keep,
Burglary,5,0,a surveillance frame of an intruder forcing a doorway,83.25793941162382,21.862517838128475,0.6368767023086548,0.1913793385028839,0.4454973638057709,Robbery,-0.07734501361846924,keep,
Shooting,10,3,a person firing a handgun and causing panic,84.67068021101393,24.384899900152757,0.6158869862556458,0.166251078248024,0.44963592290878296,Robbery,-0.05692476034164429,keep,
Burglary,5,1,a person prying a lock to enter a restricted room,82.80438564817308,20.702328584906954,0.6608986854553223,0.2054426223039627,0.45545607805252075,Robbery,-0.05298268795013428,keep,
Burglary,5,7,a burglar moving quietly through a room collecting valuables,82.04879182091366,20.1714009087679,0.6907411813735962,0.23423057794570923,0.45651060342788696,Robbery,-0.10296028852462769,keep,
Robbery,9,1,an aggressor confronting someone and grabbing a purse or wallet,82.67959994649298,22.1249609904771,0.6826544404029846,0.22239194810390472,0.4602624773979187,Stealing,-0.07271766662597656,keep,
Abuse,1,7,a stronger aggressor overpowering a weaker person indoors,84.53722429708684,21.601899226438753,0.6381637454032898,0.17777307331562042,0.46039068698883057,Assault,-0.036141276359558105,keep,
Robbery,9,8,a person brandishing a weapon to demand property,83.94110976299855,24.179861159932305,0.6667464971542358,0.20255523920059204,0.4641912579536438,Shooting,-0.030250728130340576,keep,
Vandalism,13,4,a vandal throwing an object at a storefront or car,84.29034246080343,27.56653319219431,0.6501304507255554,0.183717280626297,0.4664131700992584,Robbery,-0.1087074875831604,keep,
Vandalism,13,9,"property damage happening without theft, fire, or confrontation",82.07098181040028,20.38177238564744,0.6948086619377136,0.22679036855697632,0.4680182933807373,Arson,-0.023253202438354492,keep,
Vandalism,13,0,a person damaging property by smashing a window or door,83.53681446667886,22.424563697411717,0.6810851097106934,0.20983737707138062,0.47124773263931274,Burglary,-0.05949413776397705,keep,
Robbery,9,0,a threatening person forcing a victim to surrender valuables,83.18730612304724,22.67445077565936,0.6833145618438721,0.21193332970142365,0.4713812470436096,Burglary,-0.0603485107421875,keep,
Robbery,9,5,an attacker cornering a victim and seizing personal items,84.58429402848236,25.41728543337136,0.6597152948379517,0.18511806428432465,0.4745972156524658,Abuse,-0.04316502809524536,keep,
Burglary,5,2,a masked intruder breaking a barrier into private property,82.95379794687896,21.042250876542028,0.702788233757019,0.22392693161964417,0.4788613021373749,Stealing,-0.08488631248474121,keep,
Shooting,10,8,a person aiming a rifle or handgun at a target,84.19566944392317,24.415696111882976,0.6773582100868225,0.1978055089712143,0.479552686214447,Robbery,-0.11501520872116089,keep,
Robbery,9,9,a robber approaching a victim and leaving with belongings,84.17728593202749,24.451350718870817,0.6978580355644226,0.21389128267765045,0.48396676778793335,Burglary,-0.02730458974838257,keep,
Shooting,10,7,a gunfire scene with fear and rapid dispersal,84.95603783611887,25.651085723340117,0.6658005118370056,0.18001700937747955,0.48578351736068726,Robbery,-0.05282527208328247,keep,
Stealing,12,1,"a thief grabbing a bicycle, bag, phone, or object",81.84830729182111,22.71388719017871,0.7637926340103149,0.26150617003440857,0.502286434173584,Robbery,-0.03526681661605835,keep,
