class_index,class_name,rank_in_class,source_file,source_stem,source_prompts_per_class,prompt_index,selection_score,anchor_similarity,intra_prompt_similarity,inter_prompt_similarity,anchor_margin,best_other_anchor_class,best_other_anchor_similarity,raw_prompt_text,encoded_prompt_text
0,Normal,22,ucf_manual_class_prompts_5x_v3.json,ucf_manual_class_prompts_5x_v3,5,2,0.13012343496084208,0.13970611989498138,0.7647996544837952,0.8458476066589355,-0.552030622959137,RoadAccidents,0.6917367577552795,vehicles moving steadily through regular traffic,normal vehicles moving steadily through regular traffic
0,Normal,23,ucf_manual_class_prompts_5x_v4.json,ucf_manual_class_prompts_5x_v4,5,2,0.13012343496084208,0.13970611989498138,0.7647996544837952,0.8458476066589355,-0.552030622959137,RoadAccidents,0.6917367577552795,vehicles moving steadily through regular traffic,normal vehicles moving steadily through regular traffic
0,Normal,24,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,3,0.10776194483041762,0.1237003356218338,0.7138005495071411,0.841141939163208,-0.4880634546279907,Shoplifting,0.6117637753486633,shoppers browsing shelves and carrying bags normally,normal shoppers browsing shelves and carrying bags normally
0,Normal,25,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,8,0.10307842940092085,0.07941214740276337,0.7211757302284241,0.7649018168449402,-0.5598495602607727,RoadAccidents,0.6392617225646973,people standing calmly near counters and doorways,normal people standing calmly near counters and doorways
0,Normal,26,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,2,0.09371131360530849,0.08912339806556702,0.7371048331260681,0.859909176826477,-0.5979461669921875,RoadAccidents,0.6870695352554321,vehicles moving normally through regular traffic flow,normal vehicles moving normally through regular traffic flow
0,Normal,27,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,2,0.07648239135742183,0.058618903160095215,0.7543482780456543,0.8956577181816101,-0.6754167079925537,RoadAccidents,0.7340356111526489,vehicles moving through traffic in an ordinary way,normal vehicles moving through traffic in an ordinary way
0,Normal,28,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,5,0.06694276034831997,0.034303754568099976,0.7041404247283936,0.8072562217712402,-0.6381386518478394,RoadAccidents,0.6724424362182617,pedestrians crossing a walkway with regular spacing,normal pedestrians crossing a walkway with regular spacing
0,Normal,29,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,5,0.06694276034831997,0.034303754568099976,0.7041404247283936,0.8072562217712402,-0.6381386518478394,RoadAccidents,0.6724424362182617,pedestrians crossing a walkway with regular spacing,normal pedestrians crossing a walkway with regular spacing
0,Normal,30,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,4,0.06616141907870768,0.04845031723380089,0.6647257208824158,0.7874072790145874,-0.571808397769928,Shoplifting,0.6202586889266968,workers calmly performing tasks around counters and equipment,normal workers calmly performing tasks around counters and equipment
0,Normal,31,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,0,0.0650970060378313,0.029446009546518326,0.7484748959541321,0.8708423376083374,-0.6957323551177979,RoadAccidents,0.7251783609390259,pedestrians walking calmly along a quiet street,normal pedestrians walking calmly along a quiet street
0,Normal,32,ucf_manual_class_prompts_5x_v5.json,ucf_manual_class_prompts_5x_v5,5,0,0.04921245127916332,0.01895029842853546,0.7049083113670349,0.8586759567260742,-0.6723284125328064,RoadAccidents,0.6912786960601807,normal daily activity with people walking calmly in public areas,normal normal daily activity with people walking calmly in public areas
0,Normal,33,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,0,0.03985025268048048,0.0007587429136037827,0.677582323551178,0.819019079208374,-0.6571170091629028,RoadAccidents,0.6578757762908936,a normal street scene with pedestrians walking calmly,normal a normal street scene with pedestrians walking calmly
0,Normal,34,ucf_manual_class_prompts_5x_v3.json,ucf_manual_class_prompts_5x_v3,5,0,0.02875631581991908,-0.02292473055422306,0.703302800655365,0.8538607954978943,-0.7349660992622375,RoadAccidents,0.7120413780212402,pedestrians walking calmly along an ordinary street,normal pedestrians walking calmly along an ordinary street
0,Normal,35,ucf_manual_class_prompts_5x_v4.json,ucf_manual_class_prompts_5x_v4,5,0,0.02875629793852566,-0.02292473055422306,0.7033027410507202,0.8538607954978943,-0.7349660992622375,RoadAccidents,0.7120413780212402,pedestrians walking calmly along an ordinary street,normal pedestrians walking calmly along an ordinary street
1,Abuse,1,ucf_manual_class_prompts_5x_v4.json,ucf_manual_class_prompts_5x_v4,5,1,0.39004403352737416,0.6134742498397827,0.8910714387893677,0.920072615146637,-0.14428704977035522,Shoplifting,0.7577612996101379,a stronger aggressor controlling a weaker victim indoors,abuse a stronger aggressor controlling a weaker victim indoors
1,Abuse,2,ucf_manual_class_prompts_5x_v3.json,ucf_manual_class_prompts_5x_v3,5,1,0.3900439977645874,0.6134742498397827,0.8910713195800781,0.920072615146637,-0.14428704977035522,Shoplifting,0.7577612996101379,a stronger aggressor controlling a weaker victim indoors,abuse a stronger aggressor controlling a weaker victim indoors
1,Abuse,3,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,9,0.3819907844066619,0.5922181606292725,0.9072573781013489,0.9314775466918945,-0.13118553161621094,Shoplifting,0.7234036922454834,a hostile person restraining and hurting a defenseless target,abuse a hostile person restraining and hurting a defenseless target
1,Abuse,4,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,2,0.3803351581096649,0.5952965021133423,0.9029952883720398,0.9410583972930908,-0.1272028684616089,Shoplifting,0.7224993705749512,a violent person grabbing and controlling a weaker victim,abuse a violent person grabbing and controlling a weaker victim
1,Abuse,5,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,8,0.3740535736083983,0.6210209131240845,0.8540587425231934,0.963372528553009,-0.1035006046295166,Arrest,0.7245215177536011,a victim collapsing after repeated blows from another person,abuse a victim collapsing after repeated blows from another person
1,Abuse,6,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,8,0.3740535736083983,0.6210209131240845,0.8540587425231934,0.963372528553009,-0.1035006046295166,Arrest,0.7245215177536011,a victim collapsing after repeated blows from another person,abuse a victim collapsing after repeated blows from another person
1,Abuse,7,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,2,0.3703325808048248,0.5657573938369751,0.9115330576896667,0.9300301671028137,-0.15611404180526733,Shoplifting,0.7218714356422424,a dominant person grabbing and controlling a weaker victim,abuse a dominant person grabbing and controlling a weaker victim
1,Abuse,8,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,0,0.36679462194442736,0.5944568514823914,0.840370237827301,0.9127243757247925,-0.11776340007781982,Shoplifting,0.7122202515602112,a surveillance frame of an aggressor striking a vulnerable victim,abuse a surveillance frame of an aggressor striking a vulnerable victim
1,Abuse,9,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,0,0.36679462194442736,0.5944568514823914,0.840370237827301,0.9127243757247925,-0.11776340007781982,Shoplifting,0.7122202515602112,a surveillance frame of an aggressor striking a vulnerable victim,abuse a surveillance frame of an aggressor striking a vulnerable victim
1,Abuse,10,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,7,0.36394461393356325,0.5598457455635071,0.9005207419395447,0.9306724071502686,-0.14989393949508667,Shoplifting,0.7097396850585938,a stronger aggressor overpowering a weaker person indoors,abuse a stronger aggressor overpowering a weaker person indoors
1,Abuse,11,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,7,0.36394461393356325,0.5598457455635071,0.9005207419395447,0.9306724071502686,-0.14989393949508667,Shoplifting,0.7097396850585938,a stronger aggressor overpowering a weaker person indoors,abuse a stronger aggressor overpowering a weaker person indoors
1,Abuse,12,ucf_manual_class_prompts_5x_v5.json,ucf_manual_class_prompts_5x_v5,5,1,0.3636152684688568,0.5834561586380005,0.85710209608078,0.9262171983718872,-0.11033064126968384,Shoplifting,0.6937867999076843,a person being subjected to repeated physical violence by another person,abuse a person being subjected to repeated physical violence by another person
1,Abuse,13,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,3,0.3628709495067597,0.6043044328689575,0.7898408770561218,0.8811676502227783,-0.10869789123535156,Arrest,0.7130023241043091,a victim shielding their body from repeated physical mistreatment,abuse a victim shielding their body from repeated physical mistreatment
1,Abuse,14,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,5,0.35668850541114805,0.5566501021385193,0.8595641851425171,0.8975290060043335,-0.15759027004241943,Shoplifting,0.7142403721809387,a person dragging a resisting victim across the floor,abuse a person dragging a resisting victim across the floor
1,Abuse,15,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,5,0.35668850541114805,0.5566501021385193,0.8595641851425171,0.8975290060043335,-0.15759027004241943,Shoplifting,0.7142403721809387,a person dragging a resisting victim across the floor,abuse a person dragging a resisting victim across the floor
1,Abuse,16,ucf_manual_class_prompts_5x_v3.json,ucf_manual_class_prompts_5x_v3,5,3,0.347945636510849,0.5272235870361328,0.9052148461341858,0.9361530542373657,-0.17068982124328613,Shoplifting,0.697913408279419,a defenseless victim shielding from repeated aggressive contact,abuse a defenseless victim shielding from repeated aggressive contact
1,Abuse,17,ucf_manual_class_prompts_5x_v4.json,ucf_manual_class_prompts_5x_v4,5,3,0.347945636510849,0.5272235870361328,0.9052148461341858,0.9361530542373657,-0.17068982124328613,Shoplifting,0.697913408279419,a defenseless victim shielding from repeated aggressive contact,abuse a defenseless victim shielding from repeated aggressive contact
1,Abuse,18,ucf_manual_class_prompts_5x_v5.json,ucf_manual_class_prompts_5x_v5,5,2,0.3444474816322326,0.5256248116493225,0.8999494910240173,0.941748857498169,-0.20241576433181763,Shoplifting,0.7280405759811401,a person aggressively grabbing and hurting another person indoors,abuse a person aggressively grabbing and hurting another person indoors
1,Abuse,19,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,4,0.3435139596462249,0.5268115997314453,0.889874279499054,0.9342706203460693,-0.1600114107131958,Shoplifting,0.6868230104446411,an attacker cornering someone and delivering forceful hits,abuse an attacker cornering someone and delivering forceful hits
1,Abuse,20,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,6,0.3429417848587035,0.5105631351470947,0.9102027416229248,0.927003026008606,-0.16168105602264404,Shoplifting,0.6722441911697388,a vulnerable person recoiling from sustained aggressive body contact,abuse a vulnerable person recoiling from sustained aggressive body contact
1,Abuse,21,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,9,0.33916485905647276,0.5196609497070312,0.8787059187889099,0.9213869571685791,-0.14245903491973877,Shoplifting,0.66211998462677,a hostile person hurting a defenseless target at close range,abuse a hostile person hurting a defenseless target at close range
1,Abuse,22,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,3,0.3388971447944641,0.5883744955062866,0.7377686500549316,0.8831034898757935,-0.11442869901657104,Arrest,0.7028031945228577,a victim shielding their body during repeated physical mistreatment,abuse a victim shielding their body during repeated physical mistreatment
1,Abuse,23,ucf_manual_class_prompts_5x_v3.json,ucf_manual_class_prompts_5x_v3,5,0,0.3317095130681991,0.4997759759426117,0.8975590467453003,0.9372309446334839,-0.20928660035133362,Shoplifting,0.7090625762939453,a vulnerable victim enduring repeated close range mistreatment,abuse a vulnerable victim enduring repeated close range mistreatment
1,Abuse,24,ucf_manual_class_prompts_5x_v4.json,ucf_manual_class_prompts_5x_v4,5,0,0.3317095130681991,0.4997759759426117,0.8975590467453003,0.9372309446334839,-0.20928660035133362,Shoplifting,0.7090625762939453,a vulnerable victim enduring repeated close range mistreatment,abuse a vulnerable victim enduring repeated close range mistreatment
1,Abuse,25,ucf_manual_class_prompts_5x_v5.json,ucf_manual_class_prompts_5x_v5,5,0,0.32629002332687373,0.5097982883453369,0.8341634273529053,0.8942907452583313,-0.1834651231765747,Robbery,0.6932634115219116,physical abuse where one person repeatedly hurts another person in a close environment,abuse physical abuse where one person repeatedly hurts another person in a close environment
1,Abuse,26,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,1,0.3236442744731903,0.48099273443222046,0.8530993461608887,0.8639094829559326,-0.17231470346450806,Shoplifting,0.6533074378967285,a person forcefully pushing a helpless victim against furniture,abuse a person forcefully pushing a helpless victim against furniture
1,Abuse,27,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,1,0.32364425659179685,0.48099273443222046,0.8530992865562439,0.8639094829559326,-0.17231470346450806,Shoplifting,0.6533074378967285,a person forcefully pushing a helpless victim against furniture,abuse a person forcefully pushing a helpless victim against furniture
1,Abuse,28,ucf_manual_class_prompts_5x_v5.json,ucf_manual_class_prompts_5x_v5,5,4,0.31997489333152773,0.49160200357437134,0.8708053827285767,0.9353386163711548,-0.20766955614089966,Shoplifting,0.699271559715271,domestic violence involving physical harm between two people,abuse domestic violence involving physical harm between two people
1,Abuse,29,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,6,0.3141984105110167,0.46495115756988525,0.9015898704528809,0.9437706470489502,-0.19936025142669678,Shoplifting,0.664311408996582,a vulnerable person recoiling from sustained aggressive contact,abuse a vulnerable person recoiling from sustained aggressive contact
1,Abuse,30,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,4,0.30382840931415556,0.45622560381889343,0.8912320733070374,0.9582700729370117,-0.19866541028022766,Shoplifting,0.6548910140991211,an attacker cornering someone and delivering forceful blows,abuse an attacker cornering someone and delivering forceful blows
1,Abuse,31,ucf_manual_class_prompts_5x_v3.json,ucf_manual_class_prompts_5x_v3,5,4,0.3027103543281555,0.4601678252220154,0.8816707730293274,0.959373950958252,-0.1962689757347107,Robbery,0.6564368009567261,an aggressor dragging or overpowering a vulnerable person,abuse an aggressor dragging or overpowering a vulnerable person
1,Abuse,32,ucf_manual_class_prompts_5x_v4.json,ucf_manual_class_prompts_5x_v4,5,4,0.3027103543281555,0.4601678252220154,0.8816707730293274,0.959373950958252,-0.1962689757347107,Robbery,0.6564368009567261,an aggressor dragging or overpowering a vulnerable person,abuse an aggressor dragging or overpowering a vulnerable person
1,Abuse,33,ucf_manual_class_prompts_5x_v3.json,ucf_manual_class_prompts_5x_v3,5,2,0.3004261791706085,0.4363226294517517,0.8899151086807251,0.9235483407974243,-0.1953863501548767,Shoplifting,0.6317089796066284,a helpless person recoiling from sustained physical abuse,abuse a helpless person recoiling from sustained physical abuse
1,Abuse,34,ucf_manual_class_prompts_5x_v4.json,ucf_manual_class_prompts_5x_v4,5,2,0.3004261791706085,0.4363226294517517,0.8899151086807251,0.9235483407974243,-0.1953863501548767,Shoplifting,0.6317089796066284,a helpless person recoiling from sustained physical abuse,abuse a helpless person recoiling from sustained physical abuse
1,Abuse,35,ucf_manual_class_prompts_5x_v5.json,ucf_manual_class_prompts_5x_v5,5,3,0.25899085998535154,0.38193953037261963,0.8501578569412231,0.935131311416626,-0.21358484029769897,Robbery,0.5955243706703186,a person repeatedly attacking someone who appears unable to escape,abuse a person repeatedly attacking someone who appears unable to escape
2,Arrest,1,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,1,0.44548450708389287,0.704135537147522,0.8995864391326904,0.8822959661483765,0.06335073709487915,RoadAccidents,0.6407848000526428,officers escorting a handcuffed person toward a patrol car,arrest officers escorting a handcuffed person toward a patrol car
2,Arrest,2,ucf_manual_class_prompts_5x_v3.json,ucf_manual_class_prompts_5x_v3,5,1,0.4454844892024994,0.704135537147522,0.8995863795280457,0.8822959661483765,0.06335073709487915,RoadAccidents,0.6407848000526428,officers escorting a handcuffed person toward a patrol car,arrest officers escorting a handcuffed person toward a patrol car
2,Arrest,3,ucf_manual_class_prompts_5x_v4.json,ucf_manual_class_prompts_5x_v4,5,1,0.4454844713211059,0.704135537147522,0.8995863199234009,0.8822959661483765,0.06335073709487915,RoadAccidents,0.6407848000526428,officers escorting a handcuffed person toward a patrol car,arrest officers escorting a handcuffed person toward a patrol car
2,Arrest,4,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,4,0.44541379809379567,0.6975692510604858,0.9174765944480896,0.8930690288543701,0.025262892246246338,Shoplifting,0.6723063588142395,law enforcement pinning a resisting person during detention,arrest law enforcement pinning a resisting person during detention
2,Arrest,5,ucf_manual_class_prompts_5x_v5.json,ucf_manual_class_prompts_5x_v5,5,1,0.4388490498065948,0.6802515983581543,0.9292076230049133,0.9001951813697815,0.04408317804336548,RoadAccidents,0.6361684203147888,law enforcement officers detaining a person during an arrest,arrest law enforcement officers detaining a person during an arrest
2,Arrest,6,ucf_manual_class_prompts_5x_v5.json,ucf_manual_class_prompts_5x_v5,5,3,0.4335678398609161,0.6749594807624817,0.92368483543396,0.9050867557525635,-0.004706084728240967,RoadAccidents,0.6796655654907227,a person being arrested by uniformed police officers,arrest a person being arrested by uniformed police officers
2,Arrest,7,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,3,0.4311600625514984,0.6716480255126953,0.9022578597068787,0.8767065405845642,0.05464315414428711,RoadAccidents,0.6170048713684082,uniformed officers escorting a suspect toward a patrol car,arrest uniformed officers escorting a suspect toward a patrol car
2,Arrest,8,ucf_manual_class_prompts_5x_v5.json,ucf_manual_class_prompts_5x_v5,5,2,0.4308732748031615,0.6619322299957275,0.9340529441833496,0.9015436172485352,0.009942114353179932,RoadAccidents,0.6519901156425476,a police officer holding a detained suspect in custody,arrest a police officer holding a detained suspect in custody
2,Arrest,9,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,6,0.4308602690696716,0.6590492725372314,0.939299464225769,0.902271032333374,0.03461843729019165,RoadAccidents,0.6244308352470398,a handcuffed suspect standing between multiple police officers,arrest a handcuffed suspect standing between multiple police officers
2,Arrest,10,ucf_manual_class_prompts_5x_v3.json,ucf_manual_class_prompts_5x_v3,5,2,0.4308602690696716,0.6590492725372314,0.939299464225769,0.902271032333374,0.03461843729019165,RoadAccidents,0.6244308352470398,a handcuffed suspect standing between multiple police officers,arrest a handcuffed suspect standing between multiple police officers
2,Arrest,11,ucf_manual_class_prompts_5x_v4.json,ucf_manual_class_prompts_5x_v4,5,2,0.4308602690696716,0.6590492725372314,0.939299464225769,0.902271032333374,0.03461843729019165,RoadAccidents,0.6244308352470398,a handcuffed suspect standing between multiple police officers,arrest a handcuffed suspect standing between multiple police officers
2,Arrest,12,ucf_manual_class_prompts_5x_v5.json,ucf_manual_class_prompts_5x_v5,5,0,0.4303330957889556,0.6665974855422974,0.9313296675682068,0.9118227362632751,0.03779113292694092,RoadAccidents,0.6288063526153564,police arresting and restraining a suspect with handcuffs,arrest police arresting and restraining a suspect with handcuffs
2,Arrest,13,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,8,0.4274356007575989,0.654738187789917,0.9322172403335571,0.8979933261871338,0.02726578712463379,RoadAccidents,0.6274724006652832,a patrol team moving a suspect into police custody,arrest a patrol team moving a suspect into police custody
2,Arrest,14,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,0,0.4225480020046233,0.6649146676063538,0.909347414970398,0.9135677814483643,0.01026993989944458,Shoplifting,0.6546447277069092,a surveillance frame of police restraining a suspect,arrest a surveillance frame of police restraining a suspect
2,Arrest,15,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,5,0.4182586550712586,0.6360445618629456,0.9163493514060974,0.8733421564102173,0.02043813467025757,RoadAccidents,0.615606427192688,uniformed officers searching a suspect beside a patrol car,arrest uniformed officers searching a suspect beside a patrol car
2,Arrest,16,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,2,0.41741562485694883,0.6332175135612488,0.9160765409469604,0.8700804710388184,0.02158457040786743,RoadAccidents,0.6116329431533813,law enforcement surrounding a suspect beside a police vehicle,arrest law enforcement surrounding a suspect beside a police vehicle
2,Arrest,17,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,9,0.4144358575344086,0.6277558207511902,0.9167766571044922,0.8723752498626709,0.03832840919494629,Shoplifting,0.5894274115562439,officers immobilizing a suspect using coordinated restraint,arrest officers immobilizing a suspect using coordinated restraint
2,Arrest,18,ucf_manual_class_prompts_5x_v5.json,ucf_manual_class_prompts_5x_v5,5,4,0.4143978714942932,0.6221542358398438,0.9248858690261841,0.8707250356674194,-0.009230732917785645,RoadAccidents,0.6313849687576294,police officers surrounding and controlling a detained person,arrest police officers surrounding and controlling a detained person
2,Arrest,19,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,4,0.41228553652763367,0.6214409470558167,0.922897219657898,0.8765205144882202,0.010750651359558105,RoadAccidents,0.6106902956962585,police guiding a restrained person during formal detention,arrest police guiding a restrained person during formal detention
2,Arrest,20,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,7,0.4121115744113921,0.6225174069404602,0.911297082901001,0.8626812696456909,0.01645416021347046,RoadAccidents,0.6060632467269897,officers controlling a detainee during a roadside arrest,arrest officers controlling a detainee during a roadside arrest
