class_name,class_index,prompt_index,prompt_text,auc,ap,positive_mean,negative_mean,margin,best_other_class,other_minus_own
Arrest,2,7,officers controlling a detainee during a roadside arrest,81.89836432003646,21.254640895884293,0.661586344242096,0.2152477204799652,0.44633862376213074,Shooting,-0.208509624004364
Arrest,2,8,a patrol team moving a suspect into police custody,84.36685650259331,24.253074021883258,0.7711426019668579,0.24290412664413452,0.5282384753227234,Shooting,-0.08221781253814697
Arrest,2,9,law enforcement securing wrists of a compliant detained person,85.69835438292286,27.450903268245902,0.8181217312812805,0.2712962329387665,0.5468255281448364,Stealing,-0.021243810653686523
Arson,3,0,a person deliberately igniting material near a property entrance,84.3839646521074,23.674151101360323,0.8289679884910583,0.29013508558273315,0.5388329029083252,Stealing,-0.06524604558944702
Arson,3,1,a suspicious individual using a lighter on a flammable surface,85.68123927368526,25.883509880286454,0.8461565971374512,0.2899692952632904,0.5561872720718384,Robbery,-0.024574637413024902
Arson,3,2,a small flame spreading gradually after human ignition,83.95591791387383,22.132719374797553,0.8172197937965393,0.28247010707855225,0.5347496867179871,Explosion,-0.04478883743286133
Arson,3,3,a person pouring accelerant before fire begins growing,85.25557136153144,24.401925620171156,0.821387529373169,0.2803962230682373,0.5409913063049316,Explosion,-0.08764141798019409
Arson,3,4,deliberate fire starting near property without an explosive blast,80.78360228460421,20.139626377798315,0.6507987976074219,0.23123393952846527,0.4195648431777954,Normal,0.01997309923171997
Arson,3,5,a person crouching near combustible material before flames appear,82.20914512005466,22.972257204333136,0.807461142539978,0.2836093604564667,0.523851752281189,Explosion,-0.1018909215927124
Arson,3,6,a slow fire growing after someone lights an object,84.64620078758196,23.38083202481217,0.8340107202529907,0.2883017361164093,0.5457090139389038,Explosion,-0.09195607900619507
Arson,3,7,a suspicious person leaving as a small fire spreads,85.34014934117236,24.762229117710337,0.8511216640472412,0.29628685116767883,0.5548348426818848,Stealing,-0.027315139770507812
Arson,3,8,visible accelerant or lighter use before property begins burning,82.58434536177188,20.979422514128633,0.7708834409713745,0.27241626381874084,0.49846717715263367,Explosion,-0.046618759632110596
Arson,3,9,human ignition causing flames to spread across property,82.72233008177028,20.89849818084443,0.8238760232925415,0.3010980188846588,0.5227780342102051,Explosion,-0.035698652267456055
Assault,4,0,an attacker lunging toward a victim with a forceful strike,85.49763730083217,26.629808152656626,0.8408567905426025,0.2817325294017792,0.559124231338501,Abuse,-0.008438169956207275
Assault,4,1,"a close range attack with punches, kicks, and defense",84.8587062141275,25.367969992400152,0.7856635451316833,0.247003972530365,0.5386595726013184,Fighting,-0.012614727020263672
Assault,4,2,a victim shielding their face during a rapid attack,85.11932819418206,26.458995847335697,0.7853842377662659,0.2445741593837738,0.5408101081848145,Abuse,-0.04228687286376953
Assault,4,3,an aggressor swinging arms repeatedly at another person,85.1711368578416,26.196600252953612,0.7677487730979919,0.23774340748786926,0.5300053358078003,Fighting,0.0036122798919677734
Assault,4,4,a person punching a victim during a one-sided confrontation,84.69861426140798,25.650476827500572,0.8123121857643127,0.27211564779281616,0.5401965379714966,Robbery,0.09605944156646729
Assault,4,5,an attacker kicking a fallen victim on the ground,85.10477657074529,25.43291468712147,0.8282542824745178,0.2732572555541992,0.5549970269203186,Abuse,-0.00842827558517456
Assault,4,6,a victim stumbling backward after a direct body hit,85.54037295013808,26.49439163318777,0.8068974018096924,0.253778874874115,0.5531185269355774,Abuse,-0.0046079158782958984
Assault,4,7,an aggressor pursuing a target while continuing to strike,85.06662700853728,25.332586876313,0.7721195816993713,0.2406034767627716,0.5315160751342773,Abuse,-0.02518177032470703
Assault,4,8,a person shoving an opponent hard enough to lose balance,85.3102160986178,26.582629315783347,0.813258707523346,0.2608442008495331,0.5524145364761353,Abuse,-0.012653112411499023
Assault,4,9,a victim recoiling from repeated close range hits,85.01583302808166,26.267077997020483,0.7751590609550476,0.24220788478851318,0.5329511761665344,Abuse,-0.03331291675567627
Burglary,5,0,a surveillance frame of an intruder forcing a doorway,85.30189627277022,28.512075793811377,0.8269081711769104,0.28715944290161133,0.5397487282752991,Abuse,-0.03517097234725952
Burglary,5,1,a person prying a lock to enter a restricted room,84.26730149452528,25.78195342112266,0.8579685688018799,0.3138437271118164,0.5441248416900635,Robbery,-0.0633310079574585
Burglary,5,2,a masked intruder breaking a barrier into private property,84.93393853618512,28.950274914766062,0.8713126182556152,0.32577893137931824,0.5455336570739746,Stealing,-0.04216885566711426
Burglary,5,3,a suspect searching drawers and shelves after unauthorized entry,82.54998873766606,21.733430716464614,0.8288120031356812,0.3169272243976593,0.5118848085403442,Shoplifting,-0.03273540735244751
Burglary,5,4,an intruder exiting through a damaged entry point,85.87546574173133,29.214082026744542,0.8433632850646973,0.2883836627006531,0.5549796223640442,Abuse,-0.01587730646133423
Burglary,5,5,a person climbing through a window into closed property,84.85277083959554,29.5196484623653,0.8489708304405212,0.31212809681892395,0.5368427038192749,Vandalism,-0.0744202733039856
Burglary,5,6,a suspicious person slipping inside after a doorway opens,85.49294062734202,29.87726719519257,0.8595314025878906,0.31035298109054565,0.549178421497345,Stealing,-0.06564253568649292
Burglary,5,7,a burglar moving quietly through a room collecting valuables,82.12661916530885,20.366680098083773,0.8687960505485535,0.35000333189964294,0.5187927484512329,Robbery,-0.06805336475372314
Burglary,5,8,a person damaging a lock to access an interior space,86.03713311266148,33.29736092815437,0.8359816074371338,0.2920352518558502,0.543946385383606,Stealing,-0.037338197231292725
Burglary,5,9,an intruder exiting a building with bags or electronics,83.11211952572428,26.393979079039543,0.8600175380706787,0.3242589831352234,0.5357585549354553,Stealing,-0.044566333293914795
Explosion,6,0,an instant blast wave with fireball and flying fragments,82.7770099418288,22.174617598833144,0.7275826334953308,0.2371947318315506,0.4903879165649414,Arson,-0.0663299560546875
Explosion,6,1,a sudden detonation producing shockwave and expanding smoke plume,82.74199322826132,21.852867584366724,0.7825999855995178,0.27223658561706543,0.5103633999824524,Arson,-0.09045588970184326
Explosion,6,2,a bright flash followed by rapid explosive pressure burst,84.43380065581465,23.732233323279903,0.7322061657905579,0.21819636225700378,0.5140098333358765,Fighting,0.017279624938964844
Explosion,6,3,an object erupting violently with an outward debris cloud,83.65799332640546,22.971114202567612,0.8006576299667358,0.2693045735359192,0.5313530564308167,Arson,-0.07041269540786743
Explosion,6,4,a large fireball appearing immediately after explosive detonation,82.5905941462761,22.384677747572916,0.7618924379348755,0.2545970380306244,0.5072953701019287,Arson,-0.03986746072769165
Explosion,6,5,a shockwave pushing smoke and fragments away from impact,85.21052319349822,24.257480378201805,0.7718209028244019,0.2363891303539276,0.5354317426681519,Assault,-0.04750889539718628
Explosion,6,6,a violent pressure burst scattering debris in every direction,85.08413375281518,24.02964503063478,0.7964566946029663,0.2531391978263855,0.5433174967765808,Fighting,-0.014203906059265137
Explosion,6,7,a sudden explosive plume rising from a detonation point,82.52711864140385,22.16783516789032,0.7456815242767334,0.2443074882030487,0.5013740062713623,Arson,-0.07432454824447632
Explosion,6,8,"a rapid blast creating flash, shockwave, and airborne debris",84.2321351608034,23.40135253397875,0.7364826202392578,0.2249799519777298,0.5115026831626892,Arson,-0.11874991655349731
Explosion,6,9,a concentrated detonation expanding outward within seconds,83.62717790414453,22.38401819888029,0.7755222320556641,0.2651377320289612,0.5103845000267029,Arson,-0.09539937973022461
Fighting,7,0,two groups mutually exchanging punches in a crowded brawl,84.71137798655357,25.283883703472256,0.7386918663978577,0.22457583248615265,0.5141160488128662,Assault,-0.04680287837982178
Fighting,7,1,several participants striking each other during mutual combat,84.53971205071657,24.921487652469665,0.7719199657440186,0.24473491311073303,0.5271850824356079,Assault,-0.052577972412109375
Fighting,7,2,opponents separating and reengaging repeatedly in a group fight,84.92760755095192,25.032746072218014,0.7459917068481445,0.2227073311805725,0.523284375667572,Assault,-0.0495220422744751
Fighting,7,3,multiple people wrestling and swinging arms at each other,85.50780503984366,25.982394664913507,0.8292107582092285,0.2762540280818939,0.5529567003250122,Abuse,-0.03594565391540527
Fighting,7,4,a crowd circling two sides fighting each other,83.21078179865975,23.22218854186864,0.7828086018562317,0.270142138004303,0.5126664638519287,Assault,-0.09361249208450317
Fighting,7,5,"several combatants pushing, grappling, and striking simultaneously",84.42510135359154,24.44788830999848,0.7682985067367554,0.23828403651714325,0.5300144553184509,Assault,-0.022377610206604004
Fighting,7,6,two sides clashing back and forth in public space,85.11002290484855,25.276595997119433,0.789265513420105,0.2523898482322693,0.5368756651878357,Assault,-0.056453585624694824
Fighting,7,7,multiple participants falling and rejoining a chaotic brawl,84.80136608084837,25.218609701433014,0.7621009349822998,0.22922897338867188,0.5328719615936279,Abuse,-0.040026962757110596
Fighting,7,8,people on both sides trading blows in close quarters,84.81018885097593,25.035896447115686,0.7357301712036133,0.2225331813097,0.5131970047950745,Assault,-0.0429692268371582
Fighting,7,9,a mutual street fight with several active combatants,84.88699866711377,24.9308742843559,0.8000224828720093,0.25243237614631653,0.5475901365280151,Abuse,-0.0420682430267334
RoadAccidents,8,0,"a vehicle collision causing impact, debris, and disruption",82.24921571422607,21.7713164878656,0.7904536128044128,0.2758583724498749,0.5145952701568604,Explosion,-0.09900820255279541
RoadAccidents,8,1,a car striking a pedestrian or cyclist on the road,79.95303131897076,19.971317212023806,0.7468646168708801,0.2647020220756531,0.48216259479522705,Arrest,-0.12597227096557617
RoadAccidents,8,2,a motorbike sliding across a lane after a crash,79.47531032804729,19.75805328370763,0.7873846888542175,0.2994020879268646,0.4879826009273529,Stealing,-0.19759273529052734
RoadAccidents,8,3,vehicles swerving and colliding during a sudden accident,80.87327137149265,20.490696342820815,0.6914842128753662,0.2296433448791504,0.4618408679962158,Arrest,-0.14580488204956055
RoadAccidents,8,4,a pedestrian knocked down by a vehicle near a crossing,80.74230244201148,19.94805086769955,0.7512915730476379,0.26377397775650024,0.4875175952911377,Arrest,-0.15940368175506592
RoadAccidents,8,5,a damaged vehicle stopped and blocking the roadway,78.72681606747088,19.27218353518032,0.7967330813407898,0.3099365830421448,0.486796498298645,Vandalism,-0.11805945634841919
RoadAccidents,8,6,a rider thrown onto pavement after a high speed impact,81.71175317032736,21.12798896541946,0.7978461980819702,0.2767207622528076,0.5211254358291626,Stealing,-0.10412722826004028
RoadAccidents,8,7,a traffic accident with a vehicle spinning to a halt,81.50683881892748,20.520995941338104,0.7315798401832581,0.24032136797904968,0.4912584722042084,Vandalism,-0.17933392524719238
RoadAccidents,8,8,a car hitting an obstacle with sudden debris,81.11682682136502,21.14003256561173,0.8314335346221924,0.29913780093193054,0.5322957038879395,Vandalism,-0.06054562330245972
RoadAccidents,8,9,a motorbike rider falling during an intersection collision,78.29826834035234,18.64854327482942,0.7833194136619568,0.31512007117271423,0.46819934248924255,Stealing,-0.19164931774139404
Robbery,9,0,a threatening person forcing a victim to surrender valuables,82.66303944659333,21.435030041433762,0.8606784343719482,0.321799099445343,0.5388793349266052,Burglary,-0.0801202654838562
Robbery,9,1,an aggressor confronting someone and taking a purse or wallet,83.02377672489342,21.667510876733232,0.869069516658783,0.32864609360694885,0.5404233932495117,Stealing,-0.06076747179031372
Robbery,9,2,a victim handing over belongings under close range intimidation,85.5894825384967,28.22792895407982,0.8137089014053345,0.26846951246261597,0.5452393889427185,Abuse,0.01129603385925293
Robbery,9,3,a robber snatching property and escaping quickly,82.88424536157318,21.642130909782132,0.8797868490219116,0.33962029218673706,0.5401665568351746,Stealing,0.0009542107582092285
Robbery,9,4,a person threatening a clerk and demanding money,80.75514788598778,18.81956696911451,0.8177681565284729,0.3315218985080719,0.486246258020401,Shoplifting,-0.039704084396362305
Robbery,9,5,an attacker cornering a victim and seizing personal items,85.50390359121882,27.51478980723267,0.8581573367118835,0.29985561966896057,0.5583016872406006,Stealing,-0.033180832862854004
Robbery,9,6,a coerced handover of valuables during visible intimidation,84.33628354004745,26.68306012903683,0.8149409294128418,0.2839210629463196,0.5310198664665222,Stealing,-0.028068959712982178
Robbery,9,7,a suspect taking valuables while the victim backs away,84.6245570761531,26.46950354314075,0.8373838067054749,0.29404929280281067,0.5433344841003418,Stealing,-0.04117941856384277
Robbery,9,8,a person brandishing a weapon to demand property,84.25488082536457,25.49540593508625,0.8415387272834778,0.30432578921318054,0.5372129678726196,Shooting,-0.00331270694732666
Robbery,9,9,a robber approaching a victim and leaving with belongings,84.43098417340711,25.51738580021118,0.8669747114181519,0.3179054856300354,0.5490692257881165,Stealing,-0.024311304092407227
Shooting,10,0,an armed person aiming a firearm and firing shots,85.19744048874807,25.390870430159524,0.7753162980079651,0.24486227333545685,0.5304540395736694,Arrest,-0.1347331404685974
Shooting,10,1,a gunman pointing a weapon as people scatter,84.94363949182356,26.297525738453796,0.8028746247291565,0.26491019129753113,0.5379644632339478,Robbery,-0.09214699268341064
Shooting,10,2,a muzzle flash appearing as a shooter targets someone,85.32343349394237,25.641727901589746,0.7674643993377686,0.23322953283786774,0.534234881401062,Assault,0.04214411973953247
Shooting,10,3,a person firing a handgun and causing panic,85.61784403268155,26.581611335020238,0.8201274275779724,0.26995986700057983,0.5501675605773926,Robbery,-0.054156720638275146
Shooting,10,4,an armed attacker discharging a weapon in public,84.90011284352971,26.306985195245876,0.7841306924819946,0.2576884627342224,0.5264422297477722,Arrest,-0.08408039808273315
Shooting,10,5,a victim falling after a nearby firearm is fired,85.39481600463132,26.233605108634627,0.8038495182991028,0.2558852732181549,0.5479642152786255,Assault,-0.04504060745239258
Shooting,10,6,a shooter raising a gun while a crowd runs,84.9714291766081,26.210371635211665,0.7676696181297302,0.23786884546279907,0.5298007726669312,Assault,-0.03217577934265137
Shooting,10,7,a gunfire scene with fear and rapid dispersal,85.19180959053531,25.071384140462747,0.7974599003791809,0.2521505057811737,0.5453094244003296,Vandalism,-0.08658313751220703
Shooting,10,8,a person aiming a rifle or handgun at a target,84.78957341784337,24.86868894730726,0.7803425788879395,0.2543112635612488,0.5260313153266907,Assault,-0.12307673692703247
Shooting,10,9,an armed shooter firing as people flee the scene,85.07159722418277,24.896530956254935,0.775118350982666,0.2465713620185852,0.5285469889640808,Arrest,-0.12264245748519897
Shoplifting,11,0,a shopper concealing merchandise inside clothing or a bag,83.14717196463678,23.035097115198976,0.7905654311180115,0.2830433249473572,0.5075221061706543,Robbery,-0.1042642593383789
Shoplifting,11,1,a person removing a store item without checkout,80.83931967169946,19.14342052765822,0.7963475584983826,0.31324923038482666,0.4830983281135559,Vandalism,-0.0943305492401123
Shoplifting,11,2,a customer hiding a product and exiting an aisle,82.08303940626216,20.662614837056996,0.7779451608657837,0.2876221835613251,0.4903229773044586,Stealing,-0.09528517723083496
Shoplifting,11,3,a shopper slipping goods into a bag while browsing,82.27647114987577,21.980495683000683,0.8024532794952393,0.29534047842025757,0.5071128010749817,Stealing,-0.10984212160110474
Shoplifting,11,4,a person scanning surroundings before pocketing merchandise,82.56782635146227,21.583518419910273,0.8253673911094666,0.3093653917312622,0.5160019993782043,Stealing,-0.03267943859100342
Shoplifting,11,5,someone carrying an unpaid item past the cashier,80.86733633984986,19.478214071504325,0.7651340961456299,0.29409581422805786,0.471038281917572,Stealing,-0.07401198148727417
Shoplifting,11,6,concealed goods disappearing beneath a jacket in a store,84.87807368821055,27.144693656251068,0.7765518426895142,0.2795228958129883,0.4970289468765259,Stealing,-0.11896657943725586
Shoplifting,11,7,a customer hiding one item while handling shelf products,83.01473419060719,23.625525625368613,0.752041757106781,0.26310306787490845,0.48893868923187256,Stealing,-0.09165060520172119
Shoplifting,11,8,a shopper leaving a store with concealed unpaid merchandise,82.59430232588139,21.16286719955045,0.7967499494552612,0.2865718901157379,0.5101780891418457,Stealing,-0.07968360185623169
Shoplifting,11,9,a retail theft scene with discreet concealment and exit,85.52036186380823,27.99941881142044,0.8202360272407532,0.2908833622932434,0.5293526649475098,Stealing,-0.01764678955078125
Stealing,12,0,a person taking unattended property and leaving quickly,85.92870859033094,34.4577198374959,0.853322446346283,0.302852988243103,0.5504694581031799,Burglary,-0.0508914589881897
Stealing,12,1,"a thief grabbing a bicycle, bag, phone, or object",82.16813095048019,25.029881140212616,0.879554271697998,0.3396286368370056,0.5399256348609924,Robbery,-0.02074754238128662
Stealing,12,2,a suspect approaching a valuable item and carrying it away,84.8921760341567,29.924348066430262,0.8539155125617981,0.30458536744117737,0.5493301153182983,Robbery,-0.019104063510894775
Stealing,12,3,unattended belongings disappearing after suspicious human contact,83.62409664642378,29.507717078303568,0.8556764125823975,0.316643625497818,0.5390328168869019,Shoplifting,-0.06628018617630005
Stealing,12,4,a person lifting property while the owner is distracted,84.13902899917167,32.83897056889479,0.8541659712791443,0.3165225088596344,0.5376434326171875,Burglary,-0.030758380889892578
Stealing,12,5,a thief cutting a lock and taking a bicycle,84.84712263938042,30.728269983325152,0.8606299757957458,0.3095629811286926,0.5510669946670532,Robbery,-0.04912656545639038
Stealing,12,6,a suspect removing a package or bag from public space,83.96872370318053,26.83207638531753,0.8242064714431763,0.2931515872478485,0.5310548543930054,Robbery,-0.024721384048461914
Stealing,12,7,a person pocketing an unattended item and changing direction,84.8221726607945,31.129849717069984,0.8513469696044922,0.3047875165939331,0.5465594530105591,Robbery,-0.032646238803863525
Stealing,12,8,a thief quietly taking property during owner distraction,85.47436806303692,34.05610210359071,0.850559651851654,0.3053637146949768,0.5451959371566772,Vandalism,-0.04685211181640625
Stealing,12,9,a thief carrying stolen property away from the scene,84.14936671854066,29.981345099538476,0.8598172664642334,0.31413009762763977,0.545687198638916,Robbery,-0.047559380531311035
Vandalism,13,0,a person smashing a window or door with force,85.30470587885974,29.197077480550682,0.8508334159851074,0.30361634492874146,0.547217071056366,Burglary,-0.026782631874084473
Vandalism,13,1,someone kicking a fixture until visible pieces break,84.41520930674318,25.469561122559398,0.8207416534423828,0.28958895802497864,0.5311527252197266,Fighting,-0.030287623405456543
Vandalism,13,2,a suspect spraying graffiti onto a wall with a can,85.4546770683846,27.240266858133,0.7660931944847107,0.2580588459968567,0.508034348487854,Shooting,-0.061821162700653076
Vandalism,13,3,a person breaking glass with repeated tool impacts,83.80294043888273,25.323618719982978,0.8440788984298706,0.3054576814174652,0.538621187210083,Robbery,-0.06954431533813477
Vandalism,13,4,a vandal throwing an object at a storefront or car,84.21952965584336,25.512741302638876,0.8285118937492371,0.29084014892578125,0.5376717448234558,Robbery,-0.052825927734375
Vandalism,13,5,someone striking public property until visible damage appears,84.89409264562997,23.547123406984678,0.8643790483474731,0.3162497580051422,0.5481293201446533,Arson,-0.03553009033203125
Vandalism,13,6,a person scratching and denting a parked vehicle,83.00084534414182,22.861444531154568,0.7882947325706482,0.27071648836135864,0.5175782442092896,RoadAccidents,-0.011774420738220215
Vandalism,13,7,a person painting graffiti directly onto public property,84.39744875033837,23.029156367077018,0.7850276827812195,0.2836569547653198,0.5013707280158997,Arson,-0.11091303825378418
Vandalism,13,8,a suspect repeatedly hitting a fixture until it breaks,85.96827754690814,29.16097118239182,0.8155908584594727,0.26769962906837463,0.5478912591934204,Abuse,0.05457204580307007
Vandalism,13,9,a person deliberately damaging property without taking anything,85.15255590665265,29.22956366844007,0.8703454732894897,0.31765782833099365,0.5526876449584961,Stealing,-0.029059112071990967
